.	NZ_CP013055	NZ_CP016784	NZ_CP023320	NZ_CP010577	NZ_CP012722	NZ_CP024647	NZ_CP025001	NZ_CP018184	NZ_CP020375	NZ_CP020367	NZ_CP011937	NZ_CP017676	NZ_CP021889	NC_022081	NZ_CP012330	NZ_CP019626	NZ_CP011101	NC_020507	NZ_CP020814	NZ_CP022531	NZ_CP017070	NC_016779	NZ_CP011974	NZ_CP009325	NZ_CP009968	NZ_CP009920	NZ_CP013950	NZ_CP015222	NZ_CP007626	NC_020410	NC_012472	NZ_AP012496	NZ_CP014781	NZ_CP019230	NZ_CP007512	NZ_CP004858	NZ_CP010556	NZ_CP013274	NZ_CP018100	NZ_CP026610	NZ_CP010314	NZ_CP007409	NZ_CP021669	NZ_CP020002	NC_017191	NZ_CP008855	NZ_CP009605	NZ_CP009902	NC_022873	NZ_CP023179	NZ_CP015443	NZ_CP020722	NZ_CP011153	NZ_CP014794	NZ_CP015779	NZ_CP022874	NZ_CP012475	NZ_CP021338	NC_014171	NZ_CP007173	NZ_CP023431	NZ_CP015226	NZ_CP018874	NC_018520	NZ_CP015975	NC_022524	NZ_CP017763	NZ_CP016894	NZ_CP020352	NC_016047	NZ_CP012482	NZ_CP008846	NZ_CP009679	NZ_CP011007	NC_011725	NC_016784	NZ_CP016020	NZ_CP014840	NZ_CP007666	NZ_CP025122	NZ_CP009300	NZ_CP018935	NZ_CP012727	NC_014335	NC_017195	NC_011773	NZ_CP026678	NZ_CP018249	NZ_CP010524	NC_018877	NZ_CP013654	NC_000964	NZ_CP023666	NZ_CP022345	NZ_CP012720	NZ_CP011347	NZ_CP022654	NZ_CP014486	NZ_CP017888	NZ_CP014793	NZ_CP009700	NZ_CP022983	NZ_CP020102	NZ_CP021892	NZ_CP022477	NC_022530	NZ_CP006058	NC_017743	NZ_CP019985	NC_017190	NZ_CP009315	NZ_CP022556	NZ_CP018133	NZ_CP011346	NC_014551	NZ_CP007739	NZ_CP015350	NC_020238	NZ_CP021499	NZ_CP018197	NZ_CP018866	NC_022781	NZ_CP018574	NZ_CP018173	NC_014103	NZ_CP020023	NZ_CP021921	NZ_CP014795	NZ_CP023665	NZ_CP021677	NZ_CP018200	NZ_AP014928	NZ_CP015611	NZ_CP026673	NC_014479	NZ_CP021505	NC_017188	NZ_CP007618	NZ_CP009590	NZ_CP015176	NC_020832	NZ_CP015150	NZ_CP008698	NC_019896	NC_008600	NZ_CP018903	NZ_CP017060	NZ_CP012691	NZ_CP017775	NZ_CP024897	NZ_CP025941	NZ_CP012729	NC_013791	NZ_CP009641	NZ_CP007800	NZ_CP025258	NZ_CP015375	NZ_CP022319	NZ_CP001970	NC_016023	NZ_CP014166	NC_010184	NC_003909	NC_018500	NZ_CP021011	NC_006274	NZ_CP020880	NZ_CP010075	NC_018693	NZ_CP017953	NZ_CP014179	NZ_CP009341	NZ_CP012728	NC_021362	NZ_CP019040	NZ_CP022287	NZ_CP012519	NC_017208	NZ_CP007165	NZ_CP006960	NZ_CP024203	NZ_CP011008	NZ_CP011155	NC_020376	NZ_CP011534	NZ_CP014783	NZ_CP022890	NC_023073	NZ_CP018295	NC_018491	NZ_CP011939	NZ_CP010406	NZ_CP016767	NZ_CP009981	NZ_CP017747	NZ_CP010525	NZ_CP009331	NZ_CP010014	NC_015634	NZ_CP012726	NZ_CP020893	NZ_CP021500	NZ_CP022341	NC_018508	NZ_CP025341	NC_017138	NZ_CP010088	NZ_CP005997	NZ_CP017314	NC_017061	NC_006582	NZ_CP010997	NZ_CP007242	NC_017200	NZ_CP014842	NZ_CP009686	NZ_CP004870	NZ_CP009628	NZ_CP009544	NZ_CP006890	NZ_CP009749	NZ_CP017786	NZ_CP006742	NZ_CP010586	NZ_CP018933	NZ_CP009328	NZ_CP018007	NZ_CP011151	NZ_CP017234	NZ_CP021903	NZ_CP021169	NZ_CP015727	NZ_CP025939	NZ_CP009611	NZ_CP014282	NZ_CP017016	NC_011658	NC_021171	NZ_CP014990	NZ_CP021495	NZ_CP020437	NZ_CP021920	NC_014976	NC_017196	NZ_CP007436	NZ_CP021061	NZ_CP010052	NZ_CP015607	NZ_CP016913	NZ_CP016360	NZ_CP016371	NZ_CP009941	NZ_CP024797	NZ_CP009351	NC_004722	NC_022075	NC_020244	NC_019842	NZ_CP009746	NZ_CP009369	NZ_CP022044	NZ_CP009697	NZ_CP014471	NZ_CP010322	NC_014829	NZ_CP011349	NC_007530	NZ_CP017072	NZ_CP023481	NZ_CP026649	NZ_CP022891	NZ_CP022445	NZ_CP009796	NZ_CP017112	NC_016771	NZ_AP014833	NZ_CP015911	NC_009725	NZ_CP025308	NZ_CP016315	NZ_CP018931	NC_022898	NZ_CP009476	NC_014019	NZ_CP011252	NC_012659	NC_003997	NZ_CP010106	NZ_CP009108	NZ_CP001974	NZ_CP012099	NZ_CP011882	NZ_CP020743	NZ_CP011115	NZ_CP009709	NZ_CP023729	NZ_CP012725	NC_009848	NZ_CP026533	NZ_CP011278	NZ_AP013294	NZ_CP017247	NZ_AP014864	NZ_CP010792	NZ_CP012329	NC_022653	NZ_CP016395	NZ_CP020723	NZ_CP015250	NZ_CP024035	NZ_CP021507	NZ_CP009596	NC_002570	NZ_CP012723	NZ_CP009598	NZ_CP014700	NZ_CP010089	NZ_CP009692	NZ_CP011686	NZ_CP010852	NC_006322	NZ_CP009600	NZ_CP019588	NZ_CP007244	NC_005945	NZ_CP017080	NC_011969	NZ_CP009541	NZ_CP015004	NZ_CP015589	NZ_CP012730	NZ_CP003923	NZ_CP020383	NZ_CP020805	NZ_CP013984	NZ_CP016588	NZ_CP007607	NZ_CP009720	NZ_CP009938	NC_020272	NZ_CP013727	NZ_CP012724	NZ_CP021498	NZ_CP010005	NC_014639	NC_017729	NC_006270	NZ_CP009318	NZ_CP012502	NZ_CP012483	NZ_CP009335	NZ_CP023859	NZ_CP016790	NC_009674	NZ_CP017704	NC_012581	NZ_CP016852	NZ_CP012721	NZ_CP023748	NZ_CP017577	NZ_CP010053	NC_011772	NZ_CP021911	NZ_CP022653	NZ_CP024204	NZ_CP023001	NC_017912	NZ_CP018152	NZ_CP010778	NC_005957	NZ_CP015610	NZ_CP023257	NZ_CP009464	NZ_CP023168	NZ_CP021976	NZ_CP009748	NZ_CP011150	NZ_CP012024	NZ_CP015506
NZ_CP010406	0.246515	0.194096	0.0191759	0.245458	0.247057	0.0159106	0.0458373	0.139511	0.016244	0.13876		0.13833	0.139453	0.0112763	0.19265	0.00800326	0.139242	0.139271	0.239752	0.0113886	0.138713	0.247331	0.231358	0.247057	0.247057	0.230693	0.0460814	0.139752	0.243441	0.00692517		0.126772	0.185161	0.246515	0.246515	0.246515	0.0192184	0.248169	0.190977	0.0058952	0.139214	0.138694	0.115862	0.245458	0.0519239	0.229403	0.245719	0.247608	0.243934	0.247608	0.00543245	0.139491	0.246247	0.185281	0.247057	0.185041	0.23744	0.0192753	0.245982	0.137579	0.0158246	0.230693	0.231191	0.139223	0.138155	0.235283	0.139482	0.139223	0.183944	0.142252	0.19265	0.247057	0.0159088	0.194361	0.246515	0.0195867	0.224842		0.247057	0.247331	0.247608	0.247057	0.247057	0.247057	0.138628	0.246515	0.243441	0.185041	0.182146	0.243686	0.137534	0.139309	0.182292	0.246247	0.247057	0.0156925	0.019457	0.245719	0.235093	0.185685	0.247057	0.233619	0.139261	0.138228	0.185281	0.0166037	0.00903601	0.140987	0.236638	0.0521776	0.247331	0.0191255	0.0161776	0.0196854	0.0509757	0.228777	0.243934	0.246515	0.139424	0.193676		0.243198	0.192955	0.141403	0.231024	0.13952	0.139607	0.185281	0.181712	0.185001	0.016243	0.192701	0.193313		0.143037	0.0510798	0.0519297	0.247057	0.247608	0.244941	0.137843	0.246515	0.139185	0.138544	0.247608	0.247057	0.245982	0.245458	0.0186049	0.0160746	0.140867	0.247057	0.238892	0.247608	0.139176	0.0162087	0.139233	0.192249	0.247057	0.233981	0.138741	0.245198	0.246247	0.244183	0.0184359	0.247057	0.233083	0.193006	0.246247	0.0192691	0.247057	0.247057	0.247057	0.184215	0.0193058	0.13767	0.247057	0.244687	0.0198545	0.0154218	0.0125585	0.23847	0.244941	0.244687	0.13892	0.00719837	0.138713	0.0193501		0.246515	0.234348	0	0.141018		0.0169113	0.236245	0.246785	0.138703	0.237848	0.247057	0.0162379	0.148484	0.0158998	0.244434	0.0185493	0.231024	0.247331	0.138703	0.139723	0.0170566	0.238054	0.192199	0.0109897	0.246247	0.184922		0.246515	0.246785	0.247057	0.0163537	0.0154083	0.192199	0.247057	0.231866	0.247057		0.0162878	0.246247	0.245982	0.138675	0.138713	0.246515	0.0172691	0.0114234	0.245719	0.246785	0.247608	0.235283	0.0183932	0.0162438	0.245982	0.187013	0.139367	0.139453	0.192299	0.243934	0.139281	0.191266		0.246247	0.0162395		0.0118503	0.244434	0.245982	0.0119053	0.137907	0.0120635	0.246785	0.247888	0.247057	0.247057	0.139501	0.247888	0.252074		0.247057	0.138647	0.185807	0.234533	0.139752	0.245982	0.139242	0.138825	0.247331	0.247057	0.0162435	0.0123472	0.0170344	0.243441	0.247057	0.138535	0.246785	0.231696	0.050672	0.247057	0.247331	0.246247	0.192449	0.247057	0.245982	0.138675	0.245719		0.233981	0.185041	0.247057	0.19352	0.0192131	0.0192158	0.241086	0.185523	0.245458	0.247057	0.19265	0.0123193	0.0193323	0.243686	0.246247	0.231358	0.139752	0.245719	0.238892	0.247057	0.247057	0.0194727	0.246515	0.244434	0.0116858	0.246785	0.184449	0.247608	0.247057	0.0120615	0.247057	0.236638		0.247057	0.139252	0.246785	0.247057	0.242242	0.246247	0.0119284	0.140746	0.246515	0.246515	0.245458	0.0162943	0.0195058	0.0195206	0.247057	0.139434	0.246515	0.148805	0.247057	0.184488	0.245719	0.245198	0.246247	0.245719	0.0117209	0.228623	0.2338	0.23997	0.247057	0.13929	0.247057	0.0122836	0.245719	0.139347	0.244434	0.140015	0.149154	0.192701	0.247057	0.0170562	0.0194592	0.148792	0.247331	0.193262	0.139223	0.247057	0.182623	0.0191703		0.192853	0.230204	0.23605
NZ_CP016767	0.245719						0.140122			0.0598545		0.0598097			0.191025		0.059645		0.239534											0.140388					0.245719				0.191025		0.0602778				0.140716	0.22756		0.246247	0.244687													0.229246				0.235664				0.0475467		0.245719			0.245719							0.245198	0.245719	0.246247					0.17919	0.245458	0.0590047	0.0603826			0.245719		0.140766	0.245458				0.233083			0.180896		0.141464						0.140907													0.0609042	0.0599233					0.19036										0.245719		0.0595824	0.246515		0.245458			0.141038		0.245719									0.05962		0.244434	0.246247								0.245719	0.245719			0.0591533					0.140806	0.236441								0.245982			0				0.245458		0.239534					0.244183			0.246247					0.191509	0.140103		0.181426			0.246785						0.230042			0.140369						0.140388	0.140527					0.141835	0.140438			0.0598854												0.245719						0.245719						0.245719	0.0597496				0.245719							0.141794				0.245719		0.141393				0.190644		0.245719									0.14124	0.242716	0.181213									0.0608453								0.140113				0.245719									0.241544					0.245719				0.141291	0.245719			0.132233					0.245982			0.22786	0.237848				0.245719		0.245719					0.190596	0.245719	0.142168		0.132233	0.246247				0.176821					
NZ_CP009981	0.0644131	0.245719	0.246247	0.0653714	4.36691e-05	0.245982	0.247057	0.245719	0.244941	0.245982	0.244941	0.245458	0.245982	0.244941	0.242242	0.246515	0.245719	0.245982	0.250516	0.245982	0.246247	0.0162846	0.241086	0.000124458	0.0187244	0.235283	0.246785	0.245982	0.123496	0.246247	0.0164607	0.245458	0.245719	0.063358	0.0628528	0.064514	0.245719	0.0462773	0.23847	0.246785	0.245982	0.245719	0.245458	0.0661842	0.247331	0.245458	0.00903489	0.000683051	0.0648315	0.0349524	0.247331	0.245719	0.063472	0.245458	4.59366e-05	0.245982	0.263899	0.246515	0.0615571	0.245458	0.245982	0.235664	0.235664	0.245982	0.245198	0.244941	0.245719	0.245982	0.246785	0.245719	0.242242	0.000379688	0.246515	0.242716	0.0626226	0.246515	0.241544		0.000144448	0.0136756	0.0167833	0.00871087	4.86906e-05	0.0142122	0.244941	0.00900643	0.0636989	0.245982	0.246515	0.0636482	0.245458	0.245982	0.245982	0.0630629	4.34424e-05	0.245198	0.246515	0.0617201	0.256518	0.245458	0.000433944	0.24086	0.245982	0.245982	0.246247	0.246247	0.246785	0.245719	0.264363	0.247331	0.000114216	0.245982	0.246247	0.246515	0.246247	0.243441	0.0648751	0.0643628	0.245982	0.242242		0.0697426	0.241086	0.245719	0.235473	0.245719	0.245982	0.245719	0.245719	0.245458	0.244941	0.240635	0.242478		0.246247	0.245982	0.247608	0.000537946	0.0402366	0.0652087	0.245458	0.0643446	0.245982	0.246247	0.0161929	0.000341136	0.0638523	0.0615802	0.246515	0.246785	0.244941	4.86906e-05	0.246247	0.0167261	0.245982	0.245982	0.245982	0.241544	3.57367e-05	0.256153	0.245982	0.0789205	0.0437425	0.0660308	0.245458	0.0187206	0.242478	0.23997	0.0699514	0.246247	3.13359e-05	0.00012485	4.96628e-05	0.246785	0.245982	0.245458	6.96117e-05	0.0636908	0.246515	0.245719	0.244941	0.233619	0.0593681	0.0636498	0.245458	0.246515	0.245982	0.245982		0.0420271	0.255793	0.247057	0.245719	0	0.246515	0.256518	0.000164769	0.246515	0.255437	4.88527e-05	0.244941	0.244687	0.245982	0.0655436	0.246247	0.238054	0.0139894	0.245719	0.245982	0.246247	0.264363	0.243198	0.246247	0.0371557	0.246247	0.0622983	0.0646211	0.0365021	0.000139937	0.245982	0.245982	0.242478	0.000426829	0.236245	0.00871178	0.000142977	0.244687	0.0634824	0.0617727	0.246515	0.245198	0.0630276	0.245982	0.246247	0.060945	0.0357623	0.0361754	0.241775	0.245982	0.244941	0.0698463	0.245198	0.245719	0.245719	0.242478	0.064587	0.245982	0.239752	0.245198	0.0620293	0.245458	0.0407846	0.246515	0.0655255	0.0621304	0.246247	0.245719	0.245982	0.0809088	0.0402808	4.20822e-05	0.000359028	0.245719	0.000151414	0.257259	0.0644313	3.64578e-06	0.246247	0.245458	0.256518	0.245982	0.0619808	0.245982	0.246247	0.0360863	3.36655e-05	0.245982	0.245198	0.246247	0.0623106	0.00871126	0.245719	0.000214473	0.235857	0.246785	3.64578e-06	8.84234e-06	0.0631876	0.243198	4.17907e-05	0.0649146	0.245719	0.0811872		0.253377	0.246247	4.87879e-05	0.244183	0.246247	0.245719	0.258405	0.245719	0.0630213	3.31478e-05	0.242242	0.245198	0.246247	0.0134415	0.064048	0.237037	0.245982	0.00903456	0.25113	4.2989e-05	0.000116401	0.246785	0.0644081	0.0804701	0.246247	0.000193927	0.246247	0.016193	6.34772e-05	0.245982	4.40578e-05	0.242242		5.29689e-05	0.245982	0.0372994	4.76862e-05	0.264834	0.061968	0.246785	0.245719	0.063393	0.0644437	0.00883888	0.245982	0.246247	0.245982	4.86906e-05	0.245982	0.0644147	0.233439	0.000180404	0.246247	0.0164627	0.261673	0.0630134	0.00887439	0.245982	0.224979	0.135031	0.244687	0.000154129	0.245982	4.34748e-05	0.245982	0.0615027	0.246247	0.0650798	0.245719	0.243934	0.242008	5.33903e-05	0.245982	0.246785	0.233439	0.0139865	0.242478	0.245982	0.000141146	0.246515	0.245982	0.247331	0.24086	0.245719	0.244183
NZ_CP017747	0.247331						0.0461921			0.139946		0.140349	0.140231		0.19352		0.14119		0.239104											0.0177574					0.247057				0.192249		0.140917				0.0519511	0.229246		0.247608	0.247057						0.246515				0.246515			0.230204				0.234905				0.143015	0.19352	0.246515			0.247057	0.0139251						0.246785	0.246515	0.247057	0.140231		0.246515	0.185321	0.18139	0.246515	0.139138	0.141007			0.246515		0.0122582	0.246515				0.233083			0.185563		0.0188833				0.246785		0.0191795													0.141721	0.141068					0.193313							0.247608			0.247057		0.139878	0.247057		0.246515		0.0195832	0.0190676		0.246515		0.247608				0.193159	0.246515		0.140527		0.245719	0.245719	0.00597779							0.246515	0.246515			0.139357			0.0139889		0.0197772	0.238261								0.246247			0.139995		0		0.246247		0.23847		0.0195156			0.244941	0.0136489		0.247057				0.237643	0.193833	0.0175009		0.185281			0.247057					0.246515	0.231696			0.0195629				0.140867		0.0198793	0.0178978				0.235857	0.00989577	0.0195215			0.140706	0.141629		0.246785									0.247057		0.139539				0.246515				0.252395		0.246515	0.140103		0.235093		0.246247							0.0200837				0.246515		0.0506351				0.192802		0.245982	0.140607							0.0196645	0.0137789	0.241086	0.185807					0.0133839		0.246515		0.142231								0.0181178			0.247057	0.246515									0.242008		0.0189652			0.246785				0.0139213	0.246515			0.148766				0.244941	0.246785			0.228163	0.235664	0.239534		0.141007	0.246515		0.246785					0.19352	0.246515	0.0201193		0.148753	0.247057				0.181533					
NZ_CP010525	0.256518	0.239104	0.236441			0.236245	0.237037		0.235473	0.238054		0.237848	0.237848		0.238892		0.237848		0.250821	0.235473	0.238054				0.256518					0.235283		0.237848		0.256887	0.256518	0.256887			0.237848	0.236245	0.238261				0.234905	0.231866	0.256518	0.256518	0.257259						0.256518	0.23605	0.25113		0.256518	0.238261		0.244183		0.238261	0.23744	0.24019	0.238054		0.236245	0.238054	0.238892	0.256518	0.237237		0.256887	0.236441	0.242716					0.256153	0.256518	0.256153	0.23744	0.256518	0.256518	0.23605	0.236441	0.256518	0.237848	0.238261		0.256518	0.256518	0.235093	0.236837	0.256518	0.0125855	0.237237	0.256518	0.240412		0.237848	0.236245	0.236837	0.235857	0.237848	0.250821		0.256518	0.235473	0.237237	0.236638								0.254391			0.244941	0.238054	0.238261	0.236245				0.23868				0.235093			0.256518	0.256518	0.23868	0.256518		0.237643	0.256518	0.256518	0.256153		0.236837	0.237237	0.238054	0.256518		0.256153		0.236245	0.238261	0.238892	0.256518		0.238054	0.256887	0.255793	0.258018	0.23605						0.256518	0.256518	0.256518			0.238054		0.256518	0.237237		0.23605	0.244687	0.257259							0.255437	6.53269e-05		0.237848		0.236837	0	0.256153	0.238054	0.0402778	0.256518	0.235473	0.237237		0.256153	0.236837		0.256518	0.23847	0.237643		0.250821	0.238892	0.235664	0.256153	0.23605		0.256518	0.256518	0.256518		0.236837		0.256518	0.245982	0.256153		0.235473	0.256518			0.237643	0.256518	0.23744	0.235857	0.256887	0.255793		0.242242	0.235473	0.235473			0.23847	0.237848	0.23847	0.256518	0.238261	0.23868					0.235857		0.256153		0.23868				0.256518				0.256153		0.256518	0.238054	0.238261	0.00964036	0.238054	0.256153		0.238261			0.236441	0.235093	0.236837				0.256518		0.235283		0.256518		0.23868	0.256518	0.256518	0.238054	0.256518		0.0452574	0.236441			0.236638	0.235283	0.248169	0.237037			0.238892		0.236441		0.256887		0.238054	0.256518				0.236638	0.256887		0.23605	0.256518		0.256518	0.256518	0.235283	0.256518	0.242716		0.256518			0.256518	0.257637		0.236837	0.238054		0.256887			0.235857	0.23605	0.256518	0.237848	0.256518	0.237643	0.256518	0.23605		0.256518	0.256518			0.241086	0.247057	0.245719	0.256518	0.238261	0.256518	0.23605	0.256887	0.238261	0.256518			0.23868	0.256518	0.236245		0.237643	0.256518			0.256518	0.237643			0.23847	0.216755	0.242716
NZ_CP009331	0.0644304						0.246785			0.245719		0.245198			0.242008		0.245458		0.249321											0.245982					0.062863				0.238261		0.245719				0.247057	0.245198		0.000680647	0.0648491													0.234905				0.244687				0.245458		0.000380824			0.0626234							0.00871475							0.246247	0.0636627	0.245198	0.245719			0.000158613		0.246247	0.0617329							0.245982		0.246515						0.245982													0.245458	0.245719					0.240412										0.0643636		0.245982	0.0162036		0.0638644			0.246515		0.000163459									0.245719		0.0437531	0.0660404								0.000187656	0.000164442			0.245198					0.244687	0.233439								0.0420338							0		0.255084					0.0655384			0.0139988					0.242956	0.245982		0.245982			0.0365114						0.23605			0.244434						0.244941	0.246247					0.244941	0.244687			0.245458												0.0621395						0.0001575						0.000161298	0.245198				0.061974							0.245982				0.000226194		0.246515				0.242956		0.064923									0.245458	0.258018	0.245458									0.244941								0.245982				0.000179125									0.264363					0.0644577				0.245719	0.000163459			0.233261					0.0630362			0.224298	0.134998				0.000158646		0.0615094					0.241086	0.000171847	0.245719		0.233261	0.0139956				0.245458					
NZ_CP010014	0.246515	0.19205					0.141742			0.0123639		0.00954966	0.0121803		0.190977		0.0114293		0.238054											0.138293					0.246515				0.18871		0.010703				0.143776	0.226822	0.245982	0.247057	0.245198						0.246515				0.244941			0.228623				0.235283	0.0142693		0.179827	0.0578082	0.190977	0.246515			0.245982	0.142908						0.245198	0.246515	0.245982	0.0163398		0.245198	0.182697	0.175699	0.245982	0.0143292	0.0107398			0.246515		0.14261	0.244687				0.232906			0.183258		0.138164				0.246785		0.138778									0.244434				0.0142734	0.012434					0.190126				0.143677			0.246247		0.014419	0.246515		0.0115649	0.245719	0.246515	0.245458		0.140329	0.13847		0.246515		0.245982				0.191122	0.246515		0.0105939		0.244687	0.243934	0.140064							0.246515	0.246515			0.014483		0.247057	0.143112		0.136845	0.238054								0.244941			0.0594177		0.13981		0.246247	0	0.23847		0.139176	0.134931		0.243441	0.142483		0.245982				0.241544	0.191363	0.140627	0.244687	0.182883			0.245982					0.246515	0.228163			0.139157				0.0128878		0.139907	0.140557				0.234905	0.142812	0.139176			0.0107856	0.0142329		0.247608									0.245982		0.0146474				0.246515				0.252719		0.246515	0.0114938		0.23605		0.245982							0.140025				0.246515		0.144008				0.189986		0.245719	0.0106227							0.140408	0.142022	0.24019	0.183409					0.141949		0.245458		0.0143478						0.246515		0.140716			0.245719	0.246515									0.24086		0.140937			0.246515				0.142357	0.246515			0.136206	0.246515	0.182146		0.247057	0.246247			0.227116	0.235857	0.23744	0.246515	0.0107398	0.246515		0.245982					0.190454	0.246515	0.140132		0.136197	0.245982				0.175108					
NC_015634	0.255437						0.238892			0.23868		0.23847			0.241086		0.239104		0.252395											0.236638					0.255793				0.24019		0.23868				0.236441	0.231527		0.255437	0.256887													0.244434				0.23847				0.239104		0.255437			0.255437							0.255084							0.237848	0.255437	0.23868	0.23868			0.255437		0.238261	0.255437							0.238261		0.237643						0.23868													0.23847	0.239319					0.240412										0.255437		0.239104	0.255437		0.255084			0.23868		0.255437									0.23868		0.231024	0.257637								0.255437	0.255437			0.238892					0.237237	0.243686								0.254391									0					0.254736			0.255084					0.241086	0.237848		0.237848			0.255437						0.245458			0.237037						0.238261	0.238261					0.237643	0.237237			0.23868												0.255437						0.255437						0.255437	0.238892				0.255437							0.238261				0.255437		0.236441				0.24019		0.255793									0.236638	0.247888	0.238054									0.23847								0.237848				0.255437									0.258018					0.255793				0.237848	0.255437			0.23847					0.255437			0.241544	0.248453				0.255437		0.255793					0.240412	0.255437	0.237643		0.23847	0.255084				0.23868					
NZ_CP012726	0.0644172	0.245719				0.245982	0.247057		0.244941	0.245982		0.245458	0.245982		0.242242		0.245719		0.250516		0.246247				0.0187295					0.246247				0.0633628	0.0628528				0.238261		0.245982				0.247331	0.245458	0.00903667	0.000682502	0.0648466						4.07869e-05				0.0615579			0.235664			0.245198	0.244941	0.245719		0.246785	0.245719	0.242242	0.000380323			0.0626272	0.246515	0.241544					0.00871605	9.67785e-07	0.0142158	0.244941		0.0637086	0.245982	0.246515	0.0636627	0.245458	0.245982		0.0630653	6.32444e-06		0.246515	0.0617246	0.256518		0.000434683	0.24086			0.246247		0.246785	0.245719			0.000116597		0.246247									0.0697605				0.245719	0.245982	0.245719				0.240635				0.245982			0.0402521	0.0652129	0.245458	0.0643521		0.246247	0.0162006	0.00034773	0.0638612		0.246515	0.246785	0.244941	1.22588e-06		0.0167333			0.245982	0.241544	3.71285e-05		0.245982	0.0789532	0.0437649	0.0660317	0.245458							0.000123838	1.83887e-06			0.245458		0.0637005	0.246515		0.244941	0.233619								0.0420512	0.255793		0.245719		0.246515		0.000163623	0.246515	0.255437	0	0.244941	0.244687		0.0655376	0.246247		0.0139955	0.245719	0.245982		0.264363	0.243198	0.246247	0.0371681	0.246247		0.0646286	0.0365145	0.000139806				0.000427768	0.236245			0.244687				0.245198	0.063026	0.245982	0.246247	0.060948			0.241775	0.245982	0.244941			0.245719	0.245719		0.0645995	0.245982	0.239752							0.0621342		0.245719				9.03605e-06				0.257259		4.54507e-05	0.246247	0.245458	0.256518		0.0619824		0.246247					0.246247				0.000211545		0.246785		5.0473e-05		0.243198	4.34424e-05	0.0649314	0.245719							0.246247	0.245719	0.258405	0.245719			0.242242		0.246247		0.0640537		0.245982	0.00903674				0.246785	0.0644131		0.246247	0.00019396		0.0162009	2.91039e-05		9.90779e-06	0.242242		2.0568e-05				0.264834		0.246785			0.0644511				0.245982	1.41945e-06	0.245982	0.0644205	0.233439	0.000177781	0.246247		0.261673	0.0630189			0.224979	0.135023	0.244687	0.000151806	0.245982	6.35672e-06	0.245982	0.0615057					0.242008	5.46547e-05	0.245982		0.233439	0.0139924			0.000139414	0.246515					0.244183
NZ_CP020893	0.245458						0.0460255			0.139128		0.139453	0.140478		0.192099		0.139976		0.238054											0.0158144					0.245198				0.190882		0.139578				0.0520271	0.228469		0.245198	0.245458						0.244941				0.243441			0.230693				0.234164				0.142357	0.192099	0.245198			0.245198	0.020611						0.244434	0.244941	0.245719	0.13982		0.244941	0.184021	0.180617	0.244941	0.138986	0.139646			0.244941		0.0202055	0.244183				0.232906			0.18406		0.0162279				0.245198		0.0156749													0.141567	0.140428					0.192099							0.246247			0.245198		0.139242	0.245719		0.244941		0.0181686	0.0152337		0.244941		0.246247				0.192099	0.244941		0.139233		0.244687	0.244687	0.0202335							0.244941	0.244941			0.139242			0.0206259		0.0158475	0.232731								0.244687			0.140428				0.244687		0.237237		0			0.243441	0.0198431		0.245719				0.239534	0.193006	0.0153182		0.183905			0.245458					0.244687	0.230858			6.08816e-05				0.139367		0.0169617	0.0154319				0.234905	0.0197093	9.22977e-06			0.139801	0.141516		0.245458									0.245198		0.139472				0.244941				0.25113		0.244941	0.138535		0.233619		0.244941							0.0163767				0.244687		0.0505293				0.191754		0.244687	0.13892							0.0189154	0.0200094	0.241086	0.184215					0.0203644		0.244941		0.14199								0.0156769			0.245719	0.244941									0.242242		0.0154053			0.245198				0.0202629	0.244941			0.145366				0.244434	0.245198			0.22786	0.234533	0.239534		0.139646	0.244941		0.244941					0.192099	0.244941	0.0164162		0.145366	0.245719				0.181071					
NZ_CP021500	0.244183	0.19146					0.149141			0.135681		0.13519	0.134939		0.190882		0.134906		0.24019											0.148067					0.244183				0.190834		0.135216				0.147929	0.228315	0.244941	0.244687	0.243686						0.244687				0.245458			0.229089				0.237237			0.180966	0.12967	0.190882	0.244687			0.244434	0.149233						0.244687	0.244687	0.245719	0.134174		0.244183	0.181283	0.178402	0.242716	0.134649	0.135148			0.244687		0.149468	0.244941				0.234164			0.180478		0.148523				0.244687		0.149024									0.243686				0.136555	0.135656					0.190691							0.246247			0.244183		0.13552	0.245982	0.244687	0.243934		0.148587	0.149037		0.244687		0.246247				0.189893	0.244687		0.134765		0.244434	0.243198	0.148357							0.244687	0.244687			0.134782		0.243441	0.149626		0.147357	0.236441								0.245458			0.129382		0.147966		0.244434		0.238054		0.147754	0		0.241314	0.149102		0.245982				0.242008	0.190266	0.147567	0.244183	0.182001			0.245719					0.244687	0.230042			0.147704				0.135048		0.149626	0.147604				0.236441	0.148345	0.147741			0.134534	0.136537		0.243934									0.245458		0.134914				0.244687				0.253377		0.244687	0.135435		0.235664		0.244434							0.148715				0.244687		0.148167				0.190266		0.243686	0.134773							0.148574	0.148921	0.24019	0.180547					0.149219		0.242716		0.13593						0.244183		0.147394			0.245982	0.244687									0.240635		0.148332			0.244183				0.149024	0.244687			0.0142062	0.244687	0.179929		0.245458	0.243198			0.229089	0.237848	0.23744	0.244687	0.135157	0.244687		0.245198					0.191025	0.244687	0.148766		0.014209	0.245982				0.178337					
